zip,Year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",State,City,Metro,CountyName,HomePrice
65559,2022,0.0,19.0,0.0,1.0,0.0,0.0,37.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,MO,Saint James,"Rolla, MO",Phelps County,186905.46434709543
63334,2022,2.0,7.0,0.0,1.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,MO,Bowling Green,,Pike County,186157.9427165297
63353,2022,0.0,20.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,MO,Louisiana,,Pike County,114129.51306528924
64079,2022,26.0,152.0,1.0,2.0,0.0,4.0,440.0,180.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,25.0,2.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,62.0,21.0,0.0,0.0,6.0,13.0,2.0,MO,Platte City,"Kansas City, MO-KS",Platte County,348407.1928769779
64151,2022,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Kansas City,"Kansas City, MO-KS",Platte County,311176.0876638888
64098,2022,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,MO,Weston,"Kansas City, MO-KS",Platte County,317543.01526352763
64152,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,,"Kansas City, MO-KS",Platte County,376893.6997907247
65613,2022,28.0,79.0,2.0,6.0,0.0,9.0,10.0,25.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,80.0,0.0,0.0,0.0,10.0,5.0,2.0,MO,Bolivar,"Springfield, MO",Polk County,227170.1636178521
65584,2022,3.0,17.0,0.0,3.0,0.0,4.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,MO,Saint Robert,"Fort Leonard Wood, MO",Pulaski County,186445.41135470915
65583,2022,0.0,19.0,0.0,0.0,0.0,2.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,MO,Waynesville,"Fort Leonard Wood, MO",Pulaski County,199791.1721868272
63565,2022,3.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Unionville,,Putnam County,157806.9179477147
63459,2022,0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,New London,"Hannibal, MO",Ralls County,223069.08989497751
65270,2022,26.0,65.0,1.0,10.0,0.0,2.0,26.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,3.0,0.0,MO,Moberly,"Moberly, MO",Randolph County,130451.4362367681
65259,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Huntsville,"Moberly, MO",Randolph County,167177.92900349444
64085,2022,9.0,98.0,0.0,8.0,2.0,1.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,6.0,1.0,0.0,MO,Richmond,"Kansas City, MO-KS",Ray County,192465.4097453696
63935,2022,2.0,12.0,0.0,3.0,0.0,0.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,MO,Doniphan,"Poplar Bluff, MO",Ripley County,157794.08268674437
63376,2022,127.0,3206.0,3.0,41.0,11.0,79.0,484.0,742.0,0.0,57.0,11.0,88.0,0.0,0.0,0.0,483.0,53.0,0.0,15.0,0.0,20.0,0.0,11.0,8.0,454.0,46.0,0.0,1.0,65.0,35.0,8.0,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,275532.273009518
63303,2022,58.0,1517.0,1.0,91.0,3.0,57.0,200.0,508.0,0.0,22.0,63.0,66.0,0.0,0.0,0.0,278.0,39.0,0.0,65.0,1.0,1.0,2.0,3.0,20.0,300.0,36.0,0.0,0.0,90.0,25.0,5.0,MO,Saint Charles,"St. Louis, MO-IL",Saint Charles County,312111.7379239928
64776,2022,0.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,MO,,,Saint Clair County,167111.66086203608
64763,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Lowry City,,Saint Clair County,147023.83636916918
63640,2022,18.0,302.0,0.0,19.0,0.0,5.0,43.0,131.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,157.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,2.0,67.0,10.0,0.0,0.0,12.0,6.0,0.0,MO,Farmington,"Farmington, MO",Saint Francois County,223430.94534805205
63628,2022,2.0,11.0,0.0,5.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,MO,Bonne Terre,"Farmington, MO",Saint Francois County,182438.81096228803
63601,2022,5.0,191.0,1.0,7.0,0.0,28.0,11.0,126.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,45.0,3.0,0.0,1.0,23.0,7.0,2.0,MO,Park Hills,"Farmington, MO",Saint Francois County,124958.16433615144
63105,2022,528.0,1303.0,2.0,241.0,110.0,390.0,523.0,1120.0,0.0,31.0,25.0,73.0,0.0,1.0,0.0,672.0,16.0,4.0,190.0,21.0,69.0,4.0,35.0,87.0,1467.0,643.0,0.0,6.0,269.0,160.0,16.0,MO,Clayton,"St. Louis, MO-IL",Saint Louis County,687354.533098782
63141,2022,81.0,1307.0,6.0,63.0,9.0,24.0,315.0,301.0,0.0,13.0,16.0,160.0,0.0,0.0,0.0,683.0,16.0,0.0,51.0,0.0,2.0,3.0,5.0,7.0,261.0,28.0,0.0,0.0,50.0,204.0,2.0,MO,Creve Coeur,"St. Louis, MO-IL",Saint Louis County,542353.4361180118
63125,2022,0.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Lemay,"St. Louis, MO-IL",Saint Louis County,173015.08359967862
63137,2022,40.0,70.0,0.0,7.0,6.0,8.0,15.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,57.0,7.0,0.0,2.0,16.0,10.0,0.0,MO,Bellefontaine Neighbors,"St. Louis, MO-IL",Saint Louis County,86978.09534352164
63121,2022,51.0,107.0,1.0,7.0,3.0,4.0,22.0,55.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,3.0,0.0,9.0,3.0,3.0,0.0,1.0,5.0,70.0,11.0,0.0,0.0,24.0,26.0,0.0,MO,Normandy,"St. Louis, MO-IL",Saint Louis County,78461.41272236595
63134,2022,60.0,219.0,2.0,11.0,1.0,2.0,14.0,119.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,46.0,0.0,1.0,25.0,3.0,1.0,0.0,1.0,10.0,80.0,3.0,0.0,1.0,28.0,18.0,0.0,MO,Berkeley,"St. Louis, MO-IL",Saint Louis County,94644.47480228337
63114,2022,87.0,405.0,2.0,31.0,3.0,72.0,69.0,350.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,167.0,5.0,0.0,54.0,17.0,9.0,2.0,5.0,20.0,170.0,15.0,0.0,1.0,58.0,67.0,0.0,MO,Overland,"St. Louis, MO-IL",Saint Louis County,115883.61304690051
63144,2022,3.0,201.0,0.0,11.0,0.0,2.0,8.0,18.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,133.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,25.0,4.0,0.0,0.0,2.0,2.0,0.0,MO,Brentwood,"St. Louis, MO-IL",Saint Louis County,249722.9532925176
63122,2022,10.0,219.0,0.0,8.0,0.0,4.0,22.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,24.0,2.0,0.0,0.0,9.0,3.0,0.0,MO,Kirkwood,"St. Louis, MO-IL",Saint Louis County,426068.27671628864
63043,2022,56.0,1231.0,1.0,20.0,2.0,1.0,82.0,522.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,80.0,33.0,2.0,29.0,0.0,7.0,16.0,5.0,7.0,69.0,30.0,0.0,0.0,48.0,43.0,3.0,MO,Maryland Heights,"St. Louis, MO-IL",Saint Louis County,224556.14460560327
63119,2022,28.0,439.0,0.0,25.0,8.0,14.0,60.0,63.0,0.0,5.0,7.0,11.0,0.0,0.0,0.0,261.0,18.0,0.0,18.0,2.0,1.0,2.0,1.0,3.0,86.0,25.0,0.0,2.0,63.0,14.0,0.0,MO,Webster Groves,"St. Louis, MO-IL",Saint Louis County,322823.5427014026
63136,2022,6.0,19.0,0.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,MO,,"St. Louis, MO-IL",Saint Louis County,76551.49539775799
63126,2022,8.0,11.0,0.0,2.0,1.0,4.0,8.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,2.0,0.0,0.0,MO,Crestwood,"St. Louis, MO-IL",Saint Louis County,288862.2051757051
63131,2022,6.0,195.0,0.0,2.0,0.0,1.0,86.0,136.0,0.0,7.0,4.0,8.0,0.0,0.0,0.0,201.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,30.0,23.0,0.0,0.0,4.0,4.0,0.0,MO,Des Peres,"St. Louis, MO-IL",Saint Louis County,787644.4489103536
63011,2022,4.0,109.0,0.0,1.0,1.0,0.0,14.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,MO,Ballwin,"St. Louis, MO-IL",Saint Louis County,374590.4105036145
63025,2022,3.0,20.0,0.0,2.0,2.0,0.0,30.0,33.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,31.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,19.0,15.0,0.0,0.0,5.0,0.0,2.0,MO,Eureka,"St. Louis, MO-IL",Saint Louis County,376542.1890267166
63033,2022,38.0,132.0,0.0,15.0,0.0,53.0,47.0,262.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,139.0,0.0,2.0,52.0,1.0,17.0,0.0,4.0,11.0,239.0,22.0,0.0,0.0,46.0,74.0,1.0,MO,,"St. Louis, MO-IL",Saint Louis County,176949.27817174478
63042,2022,53.0,118.0,1.0,16.0,0.0,4.0,75.0,123.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,29.0,4.0,5.0,0.0,6.0,13.0,66.0,26.0,0.0,0.0,26.0,35.0,1.0,MO,Hazelwood,"St. Louis, MO-IL",Saint Louis County,145965.79061614038
63124,2022,4.0,64.0,0.0,5.0,0.0,0.0,18.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,41.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Ladue,"St. Louis, MO-IL",Saint Louis County,1004701.1001906054
63123,2022,1.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,MO,Affton,"St. Louis, MO-IL",Saint Louis County,209578.71315707127
63021,2022,7.0,17.0,0.0,1.0,0.0,3.0,15.0,41.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,5.0,4.0,0.0,MO,Ballwin,"St. Louis, MO-IL",Saint Louis County,329879.1539885535
63143,2022,11.0,36.0,0.0,9.0,1.0,33.0,4.0,3.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,123.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,0.0,5.0,5.0,0.0,MO,Maplewood,"St. Louis, MO-IL",Saint Louis County,215848.62988695907
63132,2022,5.0,32.0,0.0,5.0,0.0,2.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,2.0,1.0,0.0,MO,Olivette,"St. Louis, MO-IL",Saint Louis County,303170.19840842165
63133,2022,5.0,13.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,MO,Pagedale,"St. Louis, MO-IL",Saint Louis County,61739.04915652069
63117,2022,16.0,175.0,1.0,5.0,0.0,7.0,6.0,47.0,0.0,11.0,2.0,4.0,0.0,0.0,0.0,174.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,27.0,2.0,0.0,0.0,8.0,6.0,1.0,MO,Richmond Heights,"St. Louis, MO-IL",Saint Louis County,327721.4808389603
63074,2022,19.0,103.0,0.0,6.0,0.0,5.0,11.0,62.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,59.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,4.0,53.0,10.0,0.0,0.0,17.0,20.0,0.0,MO,Saint Ann,"St. Louis, MO-IL",Saint Louis County,130342.7046776504
63127,2022,3.0,23.0,1.0,5.0,0.0,0.0,27.0,39.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,1.0,3.0,0.0,MO,Sunset Hills,"St. Louis, MO-IL",Saint Louis County,547691.1598685166
63130,2022,12.0,27.0,1.0,4.0,0.0,3.0,5.0,93.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,46.0,1.0,0.0,7.0,1.0,3.0,0.0,2.0,6.0,76.0,15.0,0.0,0.0,12.0,23.0,0.0,MO,University City,"St. Louis, MO-IL",Saint Louis County,243477.88592330395
63670,2022,27.0,61.0,0.0,1.0,0.0,4.0,25.0,88.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,10.0,11.0,0.0,MO,Sainte Genevieve,,Sainte Genevieve County,192934.4278149217
65340,2022,36.0,78.0,0.0,13.0,0.0,7.0,63.0,68.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,35.0,3.0,0.0,6.0,0.0,7.0,0.0,2.0,2.0,62.0,4.0,0.0,0.0,8.0,10.0,1.0,MO,Marshall,"Marshall, MO",Saline County,141157.97093603667
65351,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Sweet Springs,"Marshall, MO",Saline County,
63736,2022,1.0,23.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,MO,Benton,"Sikeston, MO",Scott County,173906.2704235876
63740,2022,0.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,MO,Chaffee,"Sikeston, MO",Scott County,129868.6140324336
63780,2022,3.0,22.0,0.0,1.0,0.0,0.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,MO,Scott City,"Sikeston, MO",Scott County,150418.8711591102
63801,2022,72.0,235.0,9.0,14.0,0.0,14.0,22.0,125.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,94.0,4.0,0.0,4.0,1.0,6.0,0.0,1.0,3.0,76.0,4.0,0.0,0.0,21.0,21.0,0.0,MO,Sikeston,"Sikeston, MO",Scott County,145260.23107870462
65466,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,Eminence,,Shannon County,158191.2487035622
63469,2022,1.0,8.0,0.0,2.0,0.0,4.0,12.0,46.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,MO,Shelbyville,,Shelby County,182882.0913591741
63825,2022,11.0,19.0,0.0,5.0,0.0,3.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,1.0,0.0,0.0,1.0,2.0,1.0,MO,Bloomfield,,Stoddard County,140337.32949023094
63841,2022,9.0,292.0,0.0,4.0,0.0,17.0,35.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,3.0,2.0,0.0,MO,Dexter,,Stoddard County,150604.47636384875
65656,2022,19.0,36.0,0.0,4.0,0.0,1.0,18.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,1.0,0.0,4.0,0.0,7.0,0.0,2.0,0.0,71.0,1.0,0.0,0.0,4.0,4.0,1.0,MO,,,Stone County,265794.79554908787
63556,2022,4.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,MO,Milan,,Sullivan County,91706.97634396223
65680,2022,39.0,235.0,0.0,3.0,0.0,2.0,54.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,68.0,1.0,0.0,0.0,3.0,1.0,0.0,MO,Kissee Mills,"Branson, MO",Taney County,193463.4250890712
65616,2022,11.0,126.0,1.0,10.0,0.0,17.0,30.0,62.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,89.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,97.0,2.0,0.0,1.0,9.0,7.0,0.0,MO,Branson,"Branson, MO",Taney County,254740.0305953633
64772,2022,61.0,83.0,0.0,10.0,0.0,3.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,41.0,0.0,0.0,0.0,16.0,2.0,3.0,MO,Nevada,,Vernon County,120648.7665314066
63383,2022,26.0,231.0,0.0,7.0,0.0,21.0,90.0,175.0,0.0,4.0,1.0,11.0,0.0,0.0,0.0,51.0,1.0,0.0,5.0,0.0,4.0,0.0,3.0,0.0,101.0,1.0,0.0,0.0,10.0,8.0,2.0,MO,Warrenton,"St. Louis, MO-IL",Warren County,247564.2207343332
63664,2022,20.0,82.0,0.0,11.0,0.0,10.0,25.0,204.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,40.0,2.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,3.0,11.0,0.0,MO,Potosi,,Washington County,163334.3637730326
63944,2022,10.0,13.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,MO,Greenville,,Wayne County,
63957,2022,5.0,35.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,MO,Piedmont,,Wayne County,116400.1225383454
65706,2022,49.0,207.0,0.0,14.0,0.0,13.0,56.0,94.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,28.0,3.0,0.0,5.0,1.0,4.0,0.0,2.0,0.0,57.0,1.0,0.0,0.0,5.0,6.0,1.0,MO,Marshfield,"Springfield, MO",Webster County,223930.68834381367
65667,2022,16.0,231.0,1.0,6.0,0.0,20.0,15.0,102.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,6.0,3.0,1.0,MO,Hartville,,Wright County,185245.51660609065
64106,2022,755.0,1948.0,20.0,255.0,0.0,495.0,1017.0,554.0,0.0,29.0,13.0,39.0,2.0,0.0,0.0,1116.0,3.0,1.0,211.0,84.0,62.0,10.0,28.0,169.0,1984.0,157.0,0.0,0.0,464.0,237.0,15.0,MO,Kansas City,"Kansas City, MO-KS",Jackson County,210584.8820045885
63102,2022,758.0,2279.0,12.0,362.0,0.0,665.0,43.0,721.0,0.0,6.0,14.0,41.0,0.0,0.0,0.0,450.0,201.0,3.0,263.0,93.0,24.0,7.0,75.0,165.0,1276.0,601.0,0.0,16.0,400.0,403.0,22.0,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,143729.08935835972
38834,2022,7.0,811.0,0.0,3.0,0.0,124.0,85.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,6.0,10.0,0.0,MS,Corinth,"Corinth, MS",Alcorn County,156191.18418568705
39090,2022,6.0,273.0,1.0,12.0,0.0,12.0,19.0,46.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,34.0,4.0,0.0,1.0,0.0,22.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,4.0,8.0,1.0,MS,Kosciusko,,Attala County,131213.6892794606
38769,2022,37.0,21.0,0.0,27.0,0.0,1.0,4.0,95.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,123.0,0.0,0.0,6.0,2.0,8.0,0.0,1.0,6.0,99.0,3.0,0.0,0.0,24.0,46.0,2.0,MS,Rosedale,"Cleveland, MS",Bolivar County,118688.56890858588
38951,2022,13.0,49.0,1.0,10.0,0.0,3.0,32.0,27.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,4.0,4.0,2.0,MS,Pittsboro,,Calhoun County,120720.5382792672
38851,2022,5.0,2.0,0.0,3.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,MS,Houston,,Chickasaw County,135479.39541752604
39735,2022,3.0,20.0,1.0,6.0,0.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,MS,Ackerman,,Choctaw County,128408.76412391388
39086,2022,5.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,MS,Utica,,Claiborne County,140634.94606120032
39355,2022,0.0,12.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,MS,Quitman,"Meridian, MS",Clarke County,119406.4869629048
